Nama Produk;Harga;Diskon;Harga Sebelum Diskon;Lokasi;Toko;Rating;Terjual;Estimasi Terjual;Jenis;Proses;Origin;Negara;Jumlah gram
Kopi Fajarasa Robusta Lampung Biji Kopi Robusta 500 gram;75000;0;75000;Jakarta Barat;Kopi Jayakarta;5.0;100+;100;Robusta;Other;Lampung;Lokal;500
ARUTALA Kopi Robusta Gayo Coffee 250 gram;36999;20;46300;Tangerang;Arutala Online Co.;4.9;10 rb+;10000;Robusta;Other;Gayo;Lokal;250
Biji Kopi Full Robusta Kopi Susu Ekonomis 1 KG | 1KG;80000;21;101000;Jakarta Selatan;agroastery;5.0;6 rb+;6000;Robusta;Other;Other;Other;1000
ARUTALA Kopi Toraja Rantebua Robusta Coffee 500 Gram;71999;22;92600;Tangerang;Arutala Online Co.;4.9;3 rb+;3000;Robusta;Other;Toraja;Lokal;500
Biji Kopi Bubuk Fine Robusta Gayo Aceh Coffee Sakha Roastery 500 Gram;74900;32;109900;Bekasi;Sakha Coffee Roastery;4.9;2 rb+;2000;Robusta;Other;Gayo;Lokal;500
Kopi Robusta Dampit Tirtoyudo Kualitas Pasar;22000;0;22000;Malang;Amstirdam Coffee;4.9;4 rb+;4000;Robusta;Other;Dampit;Lokal;Other
Kopi Java Robusta 900g - Ground (bubuk);69000;0;69000;Malang;Leite Coffee;4.9;3 rb+;3000;Robusta;Other;Java;Lokal;Other
ARUTALA Kopi Vietnam Central Highland Robusta 250 gram;39999;16;47500;Tangerang;Arutala Online Co.;4.9;6 rb+;6000;Robusta;Other;Vietnam;Internasional;250
ARUTALA Kopi Flores Robusta Coffee 250 gram;36999;20;46300;Tangerang;Arutala Online Co.;4.9;5 rb+;5000;Robusta;Other;Flores;Lokal;250
Biji Kopi 1kg FINE ROBUSTA whole bean coffee bahan es kopi susu grosir;25000;0;25000;Kab. Sleman;Space Roastery;5.0;9 rb+;9000;Robusta;Other;Other;Other;1000
Kopi Bubuk Murni Robusta Tradisional Kopindari - 789 Gram;80000;0;80000;Kab. Pati;Kopindari;0.0;0;0;Robusta;Other;Other;Other;Other
Kopi Robusta Flores 200 gram 100% Robusta - Giling Halus;29700;0;29700;Tangerang Selatan;Rejeki Coffee and Roastery;5.0;1;1;Robusta;Other;Flores;Lokal;200
Kopi Drip Robusta Mandailing dengan Filter Bag siap Seduh - DRIP TO GO;8000;0;8000;Tangerang;Caffeine Dope;5.0;100+;100;Robusta;Other;Mandailing;Lokal;Other
Kopi Naga Sanghie Robusta 500 Gram;51500;0;51500;Jakarta Pusat;Netrisa;4.9;500+;500;Robusta;Other;Other;Other;500
Kopi cap singa robusta java 180 gr bubuk;16910;5;17800;Surabaya;Frozen Food and Toys;5.0;100+;100;Robusta;Other;Java;Lokal;Other
KOPI NESCAFE GOLD DECAF 100GR INSTANT ARABICA AND ROBUSTA;150738;3;155400;Jakarta Selatan;BLC JKT;5.0;1 rb+;1000;Blend;Other;Other;Other;100
Excelso Robusta Gold - Bubuk Kopi 200 gr;31900;0;31900;Jakarta Barat;HB Solution;5.0;1 rb+;1000;Robusta;Other;Other;Other;200
ARUTALA Kopi Lampung Robusta Coffee 250 gram;36999;20;46300;Tangerang;Arutala Online Co.;4.9;4 rb+;4000;Robusta;Other;Lampung;Lokal;250
Kopi Bubuk Kok Tong halus / kasar robusta koktong Siantar 500 gram;42500;0;42500;Jakarta Utara;Eagar Wangsa;4.9;1 rb+;1000;Robusta;Other;Halu;Lokal;500
kopi kapsul excelso unakaffe Robusta gold;53500;5;56500;Jakarta Selatan;GrosirKopiStore;5.0;4 rb+;4000;Robusta;Other;Other;Other;Other
Biji Kopi 100% Full Robusta Dampit Roasted Commercial - BEST PRICE;85000;0;85000;Jakarta Utara;VOTRRO Coffee;4.9;3 rb+;3000;Robusta;Other;Dampit;Lokal;Other
Kopi Robusta Bubuk Cap 1001 ASLI Bengkulu 245gr;22750;0;22750;Bengkulu;Sari Wangi Bengkulu;4.9;750+;750;Robusta;Other;Bengkulu;Lokal;Other
Kopi Robusta Malang Dampit Tirtoyudo - Biji;35000;0;35000;Malang;Amstirdam Coffee;4.9;1 rb+;1000;Robusta;Other;Dampit;Lokal;Other
(1 pcs) Kopi Kapal Api Bubuk Signature Arabica Robusta Ground 65 gr;10000;0;10000;Jakarta Utara;Sinar Cahaya Agung;5.0;3 rb+;3000;Blend;Other;Other;Other;Other
ARUTALA kopi Bali Robusta 250 gram;36999;20;46300;Tangerang;Arutala Online Co.;4.9;2 rb+;2000;Robusta;Other;Bali;Lokal;250
Kopi Robusta Dampit Tirtoyudo Kualitas Pasar (Kemasan 1kg);78000;0;78000;Malang;Amstirdam Coffee;5.0;2 rb+;2000;Robusta;Other;Dampit;Lokal;1000
Biji Kopi 1kg Espresso Blend 70 arabika / 30 robusta;50000;0;50000;Tangerang Selatan;Kieta_coffee;4.9;1 rb+;1000;Blend;Other;Blend;Other;1000
Kopi Biji Sangrai 1 Kg ~ Black Coffee Robusta Lampung;50000;0;50000;Bandar Lampung;Black Coffee Lampung;4.9;24;24;Robusta;Other;Lampung;Lokal;1000
KOPI ROBUSTA 250gr USAHA KOPI TORAJA ASLI TANA TORAJA SULAWESI SELATAN;45000;0;45000;Jakarta Barat;Jakarta SnackHouse;5.0;100+;100;Robusta;Other;Toraja;Lokal;250
Kopi Fine Robusta Aceh Gayo by Kieta Coffee 1000gr - Biji Kopi;65900;0;65900;Tangerang Selatan;Kieta_coffee;5.0;2 rb+;2000;Robusta;Other;Gayo;Lokal;Other
Excelso Kopi Premium - Robusta Gold Kemasan Sachet - 10 x 10 gr;18500;0;18500;Bekasi;bratajaya shop;5.0;100+;100;Robusta;Other;Other;Other;Other
Kopi Bubuk | Exelso Kopi Robusta Gold Coffee 200 gr;35500;0;35500;Bekasi;Barudak Store;4.9;250+;250;Robusta;Other;Other;Other;200
Kopi Robusta Aceh Gayo 1 Kg;83000;0;83000;Jakarta Selatan;Indah Utama;5.0;1 rb+;1000;Robusta;Other;Gayo;Lokal;1000
KOPI BUBUK MURNI ROBUSTA 1 KG KOPI HITAM ASLI MURAH BERKUALITAS;60000;0;60000;Blitar;Lembah Kawi Komoditi;5.0;1 rb+;1000;Robusta;Other;Other;Other;1000
Biji Kopi Robusta Lampung 1KG;25000;0;25000;Tangerang Selatan;Kieta_coffee;5.0;2 rb+;2000;Robusta;Other;Lampung;Lokal;1000
Kopi Bis Kota 250gr ( ROBUSTA ) / Kopi Wong Hin ASLI Jatinegara;22300;0;22300;Jakarta Timur;Toko Acong 12;4.9;4 rb+;4000;Robusta;Other;Other;Other;250
ARUTALA Kopi Vietnam Central Highland Robusta 500 Gram;77999;22;100000;Tangerang;Arutala Online Co.;4.9;1 rb+;1000;Robusta;Other;Vietnam;Internasional;500
Awi Coffee Kopi Robusta Sidikalang Premium 250 gr | Robusta| Roasted;34650;1;35000;Jakarta Utara;AWI COFFEE;4.9;1 rb+;1000;Robusta;Other;Sidikalang;Lokal;250
ARUTALA Kopi Robusta Gold 200 gram;34999;20;43800;Tangerang;Arutala Online Co.;5.0;100+;100;Robusta;Other;Other;Other;200
Excelso Robusta Gold - Biji Kopi 200 gr;31900;0;31900;Jakarta Barat;HB Solution;5.0;1 rb+;1000;Robusta;Other;Other;Other;200
Kopi Robusta Dampit Istimewa 1 Kg;79999;6;85000;Malang;Senja Mataram;4.9;500+;500;Robusta;Other;Dampit;Lokal;1000
Biji Kopi Bubuk Robusta Bali Kintamani Sakha Coffee Roastery 500 Gram;74900;26;101000;Bekasi;Sakha Coffee Roastery;5.0;500+;500;Robusta;Other;Bali;Lokal;500
Kopi Robusta Malang Dampit Tirtoyudo - Bubuk;35000;0;35000;Malang;Amstirdam Coffee;4.9;1 rb+;1000;Robusta;Other;Dampit;Lokal;Other
EXCELSO KOPI ROBUSTA HALUS 200GR;33900;0;33900;Jakarta Selatan;LOTTE Mart Official;3.7;19;19;Robusta;Other;Halu;Lokal;200
Excelso Unakaffe Kopi Kapsul Robusta Gold (12 Kapsul @ 6 Gram);48000;20;60000;Kab. Gresik;Genshint Store;5.0;1 rb+;1000;Robusta;Other;Other;Other;Other
EXCELSO KOPI ROBUSTA BIJI 200GR;33900;0;33900;Jakarta Selatan;LOTTE Mart Official;5.0;27;27;Robusta;Other;Other;Other;200
Kopi Bubuk Robusta Naga Sanghie;55000;0;55000;Jakarta Utara;Eagar Wangsa;4.9;1 rb+;1000;Robusta;Other;Other;Other;Other
Kopi Bubuk Excelso Robusta Gold 200gr;31500;1;31900;Jakarta Timur;West Shop Jkt;5.0;2 rb+;2000;Robusta;Other;Other;Other;200
Kopi Nescafe Classic 100gr refill kopi instan robusta 100 gram bag;33500;0;33500;Jakarta Selatan;Save My Home;5.0;750+;750;Robusta;Other;Other;Other;100
Kopi Java Robusta 900g - Roastedbean (biji sangrai);69000;0;69000;Malang;Leite Coffee;4.9;10 rb+;10000;Robusta;Other;Java;Lokal;Other
KOPI BIJI SUMATRA ROBUSTA PREMIUM COFFEE BEANS 200 GR;46000;0;46000;Jakarta Selatan;Sumatra Highlands;5.0;40+;40;Robusta;Other;Sumatra;Lokal;200
BIJI KOPI 100% FULL ROBUSTA Medium Roast 1KG - Mardika Coffee;75000;32;110000;Bogor;MARDIKA COFFEE ROASTERY;4.9;100+;100;Robusta;Other;Other;Other;1000
KOPI BIJI BALI PREMIUM ROBUSTA COFFEE BEAN 1000 GR;170000;0;170000;Jakarta Selatan;Sumatra Highlands;5.0;40+;40;Robusta;Other;Bali;Lokal;Other
Robusta kopi Toraja asli 100 %, HARUM kopi Organik .1000gr;100880;3;104000;Kab. Toraja Utara;KopiAsliToraja;4.9;100+;100;Robusta;Other;Toraja;Lokal;Other
Drip Bag Coffee (Kopi Indonesia);50000;0;50000;Jakarta Barat;Say Something Coffee;4.9;100+;100;Other;Other;Other;Other;Other
Kopi Espresso Fine Robusta Garut 1 Kg;119000;10;119000;Kab. Garut;venturoast;0.0;0;0;Robusta;Other;Garut;Lokal;1000
KOPI BUBUK ROBUSTA AMING COFFEE AMENG COFFEE KOPI ASIANG PONTIANAK;38999;0;38999;Jakarta Utara;brev;5.0;22;22;Robusta;Other;Other;Other;Other
El's Coffee Robusta Bundle - Paket Kopi Robusta;132000;9;132000;Bandar Lampung;EL'S COFFEE;4.9;100+;100;Robusta;Other;Other;Other;Other
WoCA Kopi Bali Robusta 20 Sachets;54999;8;60000;Tangerang;Arutala Online Co.;4.9;1 rb+;1000;Robusta;Other;Bali;Lokal;Other
Kopi Robusta Natural Sidikalang Premium 1 Kg;87000;0;87000;Medan;Sopic Store;4.9;250+;250;Robusta;Natural;Sidikalang;Lokal;1000
Kopi Ujung Robusta Toraja Premium 250 Gram;60000;0;60000;Makassar;KOPI UJUNG;5.0;4 rb+;4000;Robusta;Other;Toraja;Lokal;250
KOPI ROBUSTA SEMENDO DARK ROAST 1 KG BIJI KOPI BUBUK - Biji Kopi;74000;0;74000;Palembang;KOPI PIKO;4.9;100+;100;Robusta;Other;Semendo;Lokal;1000
Kopi toraja robusta arabika Arabusta Gandangbatu Blend 200g - SUPER HALUS;36800;20;46000;Makassar;Kopi Toraja Gandangbatu;4.9;100+;100;Blend;Other;Blend;Other;Other
Kopi Luwak Gayo dan Robusta Box Besar;349000;0;349000;Jakarta Barat;COCO88 SHOP;5.0;20;20;Robusta;Luwak;Gayo;Lokal;Other
Kopi Toraja robusta arabika Blend Arabusta Gandangbatu 1kg - BIJI SANGRAI;156600;13;180000;Makassar;Kopi Toraja Gandangbatu;5.0;100+;100;Blend;Other;Blend;Other;1000
ARUTALA Kopi Toraja Rantebua Robusta Coffee Indonesia 250 gr - Giling Halus;36999;20;46300;Tangerang;Arutala Online Co.;4.9;10 rb+;10000;Robusta;Other;Toraja;Lokal;250
Kopi Lanang Robusta Pagar Alam Peaberry Coffe Bean Espresso Biji 200gr - Biji Kopi;50900;70;169900;Bekasi;Sakha Coffee Roastery;5.0;100+;100;Robusta;Other;Pagar alam;Lokal;200
Biji Kopi Robusta Temanggung Wine Coffee Manual Brew Espresso 200 Gram - Bubuk Halus;50900;68;159900;Bekasi;Sakha Coffee Roastery;4.9;250+;250;Robusta;Wine;Temanggung;Lokal;200
Kopi Jawa Temanggung 1 Kg (Biji Kopi Robusta - Espresso) - Whole Beans;95000;5;100000;Jakarta Barat;Say Something Coffee;4.9;100+;100;Robusta;Other;Temanggung;Lokal;1000
Kopi Jawa Temanggung 1 Kg (Biji Kopi Robusta - Espresso) - Whole Beans;95000;5;100000;Jakarta Barat;Say Something Coffee;4.9;100+;100;Robusta;Other;Temanggung;Lokal;1000
Kopi Java Blend 1 Kg (Blend Kopi Susu Arabica-Robusta) - Whole Beans;161500;5;170000;Jakarta Barat;Say Something Coffee;5.0;80+;80;Blend;Other;Blend;Other;1000
Kopi Java Blend 200 Gram (Blend Kopi Susu Arabica-Robusta) - Whole Beans;58500;10;65000;Jakarta Barat;Say Something Coffee;5.0;80+;80;Blend;Other;Blend;Other;200
Kopi Jawa Temanggung 200 Gram (Biji Kopi Robusta - Espresso) - Whole Beans;31500;10;35000;Jakarta Barat;Say Something Coffee;5.0;100+;100;Robusta;Other;Temanggung;Lokal;200
Kopi Vietnam - Mr Viet - 100% dari Vietnam - ROBUSTA;135000;0;135000;Tangerang Selatan;Premium-Stuff;5.0;12;12;Robusta;Other;Vietnam;Internasional;Other
ARUTALA Kopi Gayo Alur Badak Robusta Coffee 500 Gram - Biji;71999;22;92600;Tangerang;Arutala Online Co.;4.9;2 rb+;2000;Robusta;Other;Gayo;Lokal;500
Kopi Robusta Sidikalang 200 gram 100% Robusta - Giling Halus;29700;0;29700;Tangerang Selatan;Rejeki Coffee and Roastery;5.0;5;5;Robusta;Other;Sidikalang;Lokal;200
Kopi Robusta Flores 200 gram 100% Robusta;29700;0;29700;Tangerang Selatan;Rejeki Coffee and Roastery;5.0;1;1;Robusta;Other;Flores;Lokal;200
kopi robusta temanggung 1kg / roast bean robusta 1kg - 500gr, BIJI;35000;0;35000;Jakarta Barat;Aik Kopi;4.5;40+;40;Robusta;Other;Temanggung;Lokal;1000
ARUTALA Kopi Gayo Alur Badak Robusta Coffee 500 Gram;71999;22;92600;Tangerang;Arutala Online Co.;4.9;2 rb+;2000;Robusta;Other;Gayo;Lokal;500
WoCA Kopi Bali Robusta Lanang Peaberry 150 gram X 3 Pack - Biji;51999;52;108000;Tangerang;WoCA Indonesia;4.9;500+;500;Robusta;Other;Bali;Lokal;150
Kopi Robusta Sidikalang 500 Gr -Fine Robusta- Bean/Biji & Ground/Bubuk - Bean - Biji;79500;0;79500;Tangerang;Caffeine Dope;5.0;30+;30;Robusta;Other;Sidikalang;Lokal;500
Kopi Lanang Robusta Pagar Alam Peaberry Coffe Bean Espresso Biji 200gr;50900;70;169900;Bekasi;Sakha Coffee Roastery;5.0;100+;100;Robusta;Other;Pagar alam;Lokal;200
KOPI ROBUSTA JAVA 1KG - BIJI;75000;0;75000;Malang;HOUDVAN Coffee Co.;5.0;250+;250;Robusta;Other;Java;Lokal;1000
Biji / Bubuk Es Kopi Susu Kekinian Klasik 200g, 75/25 Robusta,  MURAH - Whole Bean;43500;0;43500;Semarang;Pinpoint Coffee Roaster;5.0;5;5;Robusta;Other;Other;Other;Other
Kopi Robusta Aceh Gayo - Roasted Bean - 1 KG - WHOLE BEAN;104500;5;110000;Medan;Hatana Coffee;4.9;500+;500;Robusta;Other;Gayo;Lokal;1000
ARUTALA Kopi Vietnam Central Highland Robusta 1KG - Biji;151999;24;200000;Tangerang;Arutala Online Co.;4.9;250+;250;Robusta;Other;Vietnam;Internasional;1000
KOPI ROBUSTA FINE DAMPIT 500GR - BIJI;60000;0;60000;Malang;HOUDVAN Coffee Co.;5.0;100+;100;Robusta;Other;Dampit;Lokal;500
Biji Kopi Robusta Temanggung Wine Coffee Manual Brew Espresso 200 Gram;50900;68;159900;Bekasi;Sakha Coffee Roastery;4.9;250+;250;Robusta;Wine;Temanggung;Lokal;200
WoCA Kopi Bali Robusta Lanang Peaberry 150 gram;17999;50;36000;Tangerang;WoCA Indonesia;4.9;1 rb+;1000;Robusta;Other;Bali;Lokal;150
Kopi Bubuk Robusta Temanggung / Kopi Lelet / Coffee Robusta - pack valve;86000;0;86000;Semarang;DAV COFFEE ROASTERY;0.0;4;4;Robusta;Other;Temanggung;Lokal;Other
ARUTALA Kopi Gayo Alur Badak Robusta Coffee 1KG - Biji;139999;24;185200;Tangerang;Arutala Online Co.;4.9;500+;500;Robusta;Other;Gayo;Lokal;1000
Robusta kopi Toraja asli 100 %, HARUM kopi Organik .1000gr - 1kg,  kemasan biasa;100880;3;104000;Kab. Toraja Utara;KopiAsliToraja;4.9;100+;100;Robusta;Other;Toraja;Lokal;1000
Ka.Mu kopi Robusta Pagar Alam - Plastik bening,  90 gram;6000;0;6000;Pagar Alam;KaMuCoffee;5.0;40+;40;Robusta;Other;Pagar alam;Lokal;Other
WoCA Kopi Bali Robusta Lanang Peaberry 150 gram X 3 Pack;51999;52;108000;Tangerang;WoCA Indonesia;4.9;500+;500;Robusta;Other;Bali;Lokal;150
El's Coffee Robusta Bundle - Paket Kopi Robusta - Biji Kopi;132000;0;132000;Bandar Lampung;EL'S COFFEE;4.9;100+;100;Robusta;Other;Other;Other;Other
Es kopi blend robus arabica coffee ABRA 70% Robusta 30% Arabica 1000gr;120000;0;120000;Sukabumi;Abra Coffee Roasters;0.0;0;0;Blend;Other;Blend;Other;Other
BIJI KOPI HOUSE BLEND Arabica 50% Robusta 50% - 1 kg - Biji, 250gr x 4;145000;0;145000;Medan;Coaster Roastery;4.9;60+;60;Blend;Other;Blend;Other;1000
BIJI KOPI ROBUSTA GAYO 250 gram - Bubuk kasar;30000;0;30000;Medan;Coaster Roastery;5.0;16;16;Robusta;Other;Gayo;Lokal;250
KOPI SUSU BLEND 50/50 ARABIKA ROBUSTA - HALFTONE 1KG - 200 GRAM;59000;0;59000;Jakarta Utara;Axy Roastery;0.0;3;3;Blend;Other;Blend;Other;1000
Javarover Full Robusta Coffee - Temanggung Rawaseneng - Beans,  250 gram;45000;0;45000;Bekasi;Javaro Coffee Shop;5.0;100+;100;Robusta;Other;Temanggung;Lokal;250
Kopi Robusta Kerinci 500 Gr -Fine Robusta- Bean/Biji & Ground/Bubuk - Coarse - Kasar;79500;0;79500;Tangerang;Caffeine Dope;5.0;60+;60;Robusta;Other;Kerinci;Lokal;500
Nut on Nut 1kg - Biji Kopi Robusta Kopi Susu Blend 1kg | Coffeenatics;120000;0;120000;Medan;Coffeenatics;5.0;30+;30;Blend;Other;Blend;Other;1000
Kopi Biji Sangrai Robusta Semendo ( 1kg ) - Biji Kopi;72000;0;72000;Palembang;KOPI PIKO;4.9;2 rb+;2000;Robusta;Other;Semendo;Lokal;1000
Kopi Robusta Sidikalang - Roasted Bean - 200 Gram;28500;5;30000;Medan;Hatana Coffee;4.9;250+;250;Robusta;Other;Sidikalang;Lokal;200
kopi Robusta - fine,  500gram;60000;0;60000;Jakarta Timur;Nisyashopp_;0.0;0;0;Robusta;Other;Other;Other;500
Kopi Bestco Premium Robusta Mandheling 500 gr;70000;0;70000;Medan;BESTCO Coffee Shop & Roastery;4.9;100+;100;Robusta;Other;Mandheling;Other;500
KOPI ROBUSTA 1KG;125000;0;125000;Surabaya;phorabicacoffee;0.0;0;0;Robusta;Other;Other;Other;1000
Kopi Robusta Sidikalang - Roasted Bean - 1 KG - WHOLE BEAN;104500;5;110000;Medan;Hatana Coffee;5.0;1 rb+;1000;Robusta;Other;Sidikalang;Lokal;1000
ARUTALA Kopi Vietnam Central Highland Robusta 1KG;151999;24;200000;Tangerang;Arutala Online Co.;4.9;250+;250;Robusta;Other;Vietnam;Internasional;1000
Kopi Robusta Lampung/KOPi WAW/ Kopi Kesehatan/Kopi Nikmat Tanpa Gula;40000;0;40000;Bandar Lampung;warkopwaw;5.0;750+;750;Robusta;Other;Lampung;Lokal;Other
El's Coffee Robusta Bundle - Paket Kopi Robusta;132000;0;132000;Bandar Lampung;EL'S COFFEE;4.9;100+;100;Robusta;Other;Other;Other;Other
ARUTALA Kopi Robusta Temanggung Wine 500 gram - Biji;123999;22;159500;Tangerang;Arutala Online Co.;4.9;100+;100;Robusta;Wine;Temanggung;Lokal;500
Kopi Robusta Lampung 500 Gr -Fine Robusta- Bean/Biji & Ground/Bubuk - Bean - Biji;79500;0;79500;Tangerang;Caffeine Dope;5.0;30+;30;Robusta;Other;Lampung;Lokal;500
Kopi Robusta Bali 1 Kg -Fine Robusta- Bean/Biji & Ground/Bubuk - Bean - Biji;146500;0;146500;Tangerang;Caffeine Dope;5.0;14;14;Robusta;Other;Bali;Lokal;1000
Kopi Robusta Flores 500 Gr -Fine Robusta- Bean/Biji & Ground/Bubuk - Bean - Biji;79500;0;79500;Tangerang;Caffeine Dope;5.0;30+;30;Robusta;Other;Flores;Lokal;500
Kopi Lanang Robusta Pagar Alam Peaberry Coffe Bean Espresso Biji 100gr - Biji Kopi;34900;64;96900;Bekasi;Sakha Coffee Roastery;5.0;70+;70;Robusta;Other;Pagar alam;Lokal;100
haldinfoods Biji Kopi Roasted Fine Robusta Coffee Bean - 250 gram;30000;56;68000;Kab. Bekasi;haldinfoods;5.0;8;8;Robusta;Other;Other;Other;250
Kopi Robusta Sidikalang - Roasted Bean - 200 Gram - WHOLE BEAN;28500;5;30000;Medan;Hatana Coffee;4.9;250+;250;Robusta;Other;Sidikalang;Lokal;200
Kopi bubuk asli arabika robusta - 200,  Campur;35000;0;35000;Bandung;Nyabawanoh;0.0;0;0;Blend;Other;Other;Other;Other
KOPI ROBUSTA BALI PUPUAN TABANAN 1kg BIJI/BUBUK FRESH ROASTED-INDISCHE - Biji;96900;5;102000;Kab. Badung;INDISCHE COFFEE OFFICIAL;4.9;250+;250;Robusta;Other;Bali;Lokal;1000
BIJI KOPI ROBUSTA GAYO 250 gram;30000;0;30000;Medan;Coaster Roastery;5.0;16;16;Robusta;Other;Gayo;Lokal;250
Kopi Bubuk Murni Kopi Tubruk Robusta KUDA HITAM Asli Jawa Timur 1kg;34900;0;34900;Depok;KoffieD;4.7;24;24;Robusta;Other;Other;Other;1000
Kopi Robusta Sepenanjung Bengkulu 900gr / Fresh Roasting;85000;0;85000;Kab. Tangerang;COFFEE GABUT;0.0;0;0;Robusta;Other;Bengkulu;Lokal;Other
Kopi Toraja Robusta 200g Murah untuk kopi hitam atau kopi susu - BIJI SANGRAI;27200;20;34000;Makassar;Kopi Toraja Gandangbatu;4.9;90+;90;Robusta;Other;Toraja;Lokal;Other
Kopi Bubuk Kapal Tanker Old - 780 Gr;48000;30;48000;Kab. Tangerang;Kopi Kapal Tanker;5.0;3 rb+;3000;Other;Other;Other;Other;Other
Kopi Biji Sangrai Robusta Pagaralam ( 1kg ) - Biji Kopi;72000;0;72000;Palembang;KOPI PIKO;4.9;250+;250;Robusta;Other;Pagaralam;Lokal;1000
Kopi Toraja robusta arabika Blend Arabusta Gandangbatu 1kg;156600;13;180000;Makassar;Kopi Toraja Gandangbatu;5.0;100+;100;Blend;Other;Blend;Other;1000
Kopi Robusta Lampung - Roasted Bean - 1 KG - WHOLE BEAN;104500;5;110000;Medan;Hatana Coffee;5.0;100+;100;Robusta;Other;Lampung;Lokal;1000
Kopi Biji Sangrai Robusta Pagaralam Super ( 1kg ) - Giling Kasar;72000;0;72000;Palembang;KOPI PIKO;5.0;500+;500;Robusta;Other;Pagaralam;Lokal;1000
Kopi Robusta Aceh Gayo - Roasted Bean - 500 Gram - WHOLE BEAN;61750;5;65000;Medan;Hatana Coffee;4.9;250+;250;Robusta;Other;Gayo;Lokal;500
Kopi Robusta Sidikalang - Roasted Bean - 500 Gram - WHOLE BEAN;61750;5;65000;Medan;Hatana Coffee;4.9;500+;500;Robusta;Other;Sidikalang;Lokal;500
Kopi Robusta Nusantara 1 Kg -Fine Robusta- Bean/Biji & Ground/Bubuk - Aceh Gayo;146000;0;146000;Tangerang;Caffeine Dope;5.0;4;4;Robusta;Other;Gayo;Lokal;1000
Kopi Robusta Preanger 500 Gr -Fine Robusta- Bean/Biji & Ground/Bubuk - Coarse - Kasar;79500;0;79500;Tangerang;Caffeine Dope;5.0;15;15;Robusta;Other;Preanger;Lokal;500
Bubuk Kopi Robusta Naga Sanghie 500gr - Bubuk Halus;53000;0;53000;Jakarta Pusat;Tiga Raya Store;4.6;24;24;Robusta;Other;Halu;Lokal;500
Kopi Bubuk Robusta Pagaralam Premium (250gr);26000;0;26000;Palembang;KOPI PIKO;5.0;90+;90;Robusta;Other;Pagaralam;Lokal;250
Excelso Kopi Sachet Robusta Gold;18500;0;18500;Jakarta Timur;cillamontristuff;5.0;1 rb+;1000;Robusta;Other;Other;Other;Other
Robusta Halus Kopi Aroma Bandung Original Koffie Fabriek Banceuy 51;33999;0;33999;Bandung;Ledeng Motor Bandung;4.9;250+;250;Robusta;Other;Halu;Lokal;Other
Nescafe Classic Sachet 2gr Lampung 1 pack isi 60pcs Kopi Murni Robusta;38500;0;38500;Jakarta Utara;Milo Canteen;5.0;250+;250;Robusta;Other;Lampung;Lokal;Other
Kopi Aroma Robusta Bandung 500 Gram Bubuk/Biji Asli Banceuy;68800;0;68800;Bandung;Faiz Abdul online shop;5.0;1 rb+;1000;Robusta;Other;Other;Other;500
Kopi Aroma Robusta Bandung 250 Gram;34400;0;34400;Bandung;Faiz Abdul online shop;5.0;6 rb+;6000;Robusta;Other;Other;Other;250
Biji Kopi Bubuk Robusta Toraja Sulawesi Coffee Beans Espresso 1Kg - Biji Kopi;134900;39;219500;Bekasi;Second Step Coffee;5.0;4;4;Robusta;Other;Toraja;Lokal;1000
ARUTALA Kopi Robusta Temanggung Wine 1KG - Biji;241999;24;319000;Tangerang;Arutala Online Co.;4.8;28;28;Robusta;Wine;Temanggung;Lokal;1000
Full Robusta Kopi Susu 1 KG | Biji Kopi Susu - BEANS;79900;0;79900;Jakarta Barat;RALA KOPI & ROASTERY;5.0;50+;50;Robusta;Other;Other;Other;1000
KOPI ROBUSTA FINE DAMPIT 500GR;60000;0;60000;Malang;HOUDVAN Coffee Co.;5.0;100+;100;Robusta;Other;Dampit;Lokal;500
Kopi Luwak Authentic Arabica 150 Gr;744610;5;783800;Jakarta;Kopi Luwak Official;5.0;100+;100;Arabika;Luwak;Other;Other;150
Kopi Luwak - Paket Ternikmat;114284;14;132981;Jakarta;Kopi Luwak Official;5.0;100+;100;Other;Luwak;Other;Other;Other
Kopi Luwak High Class Dark Roast Powder 200gr;76000;0;76000;Jakarta;Kopi Luwak Official;5.0;100+;100;Other;Luwak;Other;Other;200
Kopi ADMIRAL Liberika 225gr - Bubuk;59000;0;59000;Kab. Bogor;INDIBRO COFFEE;5.0;4;4;Liberika;Other;Other;Other;Other
Kopi Double Deer 200 Gram (Biji Kopi Espresso Blend Full Arabica) - Whole Beans;110000;0;110000;Jakarta Barat;Say Something Coffee;5.0;50+;50;Blend;Other;Blend;Other;200
Kopi Bubuk Blend Robusta & Liberika 250gr | Kopi 100% Murni 250 gr;25000;0;25000;Kab. Sidoarjo;Anekasari88;0.0;0;0;Blend;Other;Blend;Other;250
Kopi Liberika Bubuk Hitam Liberica Excelsa Cap AAA Nefo Jambi 100gram;16500;0;16500;Jakarta Barat;SaddhaShop;5.0;500+;500;Liberika;Other;Jambi;Lokal;100
Kopi Nangka 1Kg biasa disebut Liberika atau Excelsa Khas Dari Semeru;119000;0;119000;Kab. Lumajang;Kopi Juara.Id;4.7;40+;40;Liberika;Other;Semeru;Lokal;1000
Kopi Nangka 200Gr atau Kopi Liberika Excelsa Produk Kopi Juara;30000;0;30000;Kab. Lumajang;Kopi Juara.Id;5.0;90+;90;Liberika;Other;Other;Other;200
